Restaurant,Reviewer,Review,Rating,Metadata
The Foodie Monster Kitchen,Vineet Srivastava,"In love with their pancakes.
I have tried classic pancake and chocolate chips pancakes, both were done well and recommended.
Will definitely try other items from the menu.",5,"120 Reviews , 220 Followers"
The Foodie Monster Kitchen,Jaai Kotasthane,toast was a failure.,1,"1 Review , 8 Followers"
The Foodie Monster Kitchen,Sheri M John,"The place might seem small from outside, but you have quite a good space for seating inside. The place had offers when we went and we had veg and non veg rolls which were okay okay. The waffles here are amazing.
Must try the waffles here.",4,"10 Reviews , 1 Follower"
The Foodie Monster Kitchen,Saurabh Bose,"I ordered garlic bread and cheesy fries with lots of hope since it had a 4.0 rating in zomato but sadly it disappointed me to the core , the garlic bread was as small as good day biscuits and very hard to bite while the cheesy fries were very cold and not at all consumable!",1,"10 Reviews , 35 Followers"
The Foodie Monster Kitchen,Dave Ria,How can they not give my full delivery. You forgot to deliver my full order.,1,"1 Review , 1 Follower"
The Foodie Monster Kitchen,Juveria Syed,"Delivery Review

What a shawarma it was.. I ordered twice from this restaurant, though it has been quite while since I ordered, my bad.. The good things need to be acknowledged whthr late or early it doesn't make any difference. Let's start with the review. I ordered
1. shawarma
2. colddrink
3. waffle+ ice-cream for the frst time and secomd time I onlu ordered chicken shwrma.

What a treat it was to look at the packaging taste and everything was so good.I am quitd impressed by their service. They need to work on just one thing.

Imrovement Needed

The portion size should be a little more.

taste:-5/5
appeal:-5/5
quantity:-3/5
The Foodie Monster Kitchen",4,"26 Reviews , 19 Followers"
Hunger Maggi Point,Yasaswini Paluri,"Worst egg Maggie ever!!!
Egg was burnt; getting foul or burnt smell from Maggie!!! Can't take any risk to order from this place again!!! Very disappointed!",1,"2 Reviews , 1 Follower"
Hunger Maggi Point,Ramyasree A,More spicy cannot eat,2,"4 Reviews , 21 Followers"
Hunger Maggi Point,Raynamitra,ok ok with taste,3,"161 Reviews , 1223 Followers"
Hunger Maggi Point,Deepali,Ordered Paneer maggi and it tasted really really good. It was hot and juicy. The quantity of maggi was good but there were only 4-5 tiny pieces of paneer.,4,"2 Reviews , 1 Follower"
Hunger Maggi Point,Kaushik Padmanaban,"This restaurant is a saviour. This is the answer for my late night hunger pangs and my snack time cravings. Whenever I'm feeling too hungry to eat biscuits but not hungry enough to eat dinner, I order Maggi from Hunger Maggi Point. It's the best. The double egg double chicken fried Maggi is my favourite. Clubbed with offers, which is often, these are the cheapest and tastiest solution to your hunger. Keep up the good work, fellas.",5,"11 Reviews , 7 Followers"
Hunger Maggi Point,Kanika Sharma,"Very nice place to get rid of your hunger in late night in hi-tech city.
Ordered fried chicken Maggi. Turned to be good. Packing and taser was good.",5,"50 Reviews , 45 Followers"
Hunger Maggi Point,Shilpi Rani,maggy was disaster,1,"5 Reviews , 2 Followers"
Hunger Maggi Point,Pavan,Delivered before the time specifed,5,"4 Reviews , 1 Follower"
Hunger Maggi Point,Gayatri Tandon,"I've called for their veg as well as chicken fried Maggie a hundred of times just because it is so delicious and has a different taste from all the other Maggie places around. However, 2 days back when I ordered the food, it tasted the same but it had a peculiar smell which has never been there. I took two bites and just left it, those bites created a havoc for me the entire night. It left me with a very bad stomach pain I've never experienced before. Honestly I didn't even expect that it would create such a mess. People always say, avoid street side food which are close to vehicles and all, but this place never disappointed me except for this particular order. So I guess never risking my stomach again. Going to miss that Maggie so much 😷",2,"66 Reviews , 84 Followers"
Hunger Maggi Point,Subhanjan Ray,"Ordered through Zomato for two dishes maggi's with chicken. There was hardly any chicken at all. Wonder how it's double chicken. Moreover, quality wasn't good either.",1,"1 Review , 1 Follower"
Labonel,Prarthana Dattani,Pathetic staff and no courtesy. Gives only big cakes not slices.... Utter stupidy..not warm welcome and even doesn't offer any other options as a token of good customer service or doesn't even offer any other options. This not the way to function as a service industry.,1,"3 Reviews , 62 Followers"
Labonel,Jithesh Chandra,"I am from Mumbai, visited this place after hearing wonderful reviews, and purchased for 2450 too however I have never seen such an arrogant and non courteous staff. Hope your good baking doesn’t bring in arrogance",2,"27 Reviews , 293 Followers"
Labonel,Sumit,Its a made to order cake shop. We got some cupcakes and cookies from here. Cookies were nice (it had to be it costed something 650 for a box of 15). Cupcakes were just average.,3,"401 Reviews , 2737 Followers"
Labonel,Ruby Mathews,"Let me make it simple !
Their brownies are to die for , they have a huge variety of cupcakes but my personal favourite have always been the red velvet and chocolate brownies with walnut topping.",4,"18 Reviews , 86 Followers"
Labonel,Abhishek Mandal,"Absolutely delighted with our overall experience. The shop had an excellent festive decoration. Ideally there would be very little to talk about the ambiance of a takeaway cake shop but this place is an exception. The moment we entered the place along with it's festive and classy decor and the maddening smell from the kitchen where cakes were being baked we were instantly transported to a different place. They mostly have ready cakes, cookies and cupcakes that can be bought at the counter and there is a good menu to order and take away later. The price at the beginning might look a little but wait till you have tasted either the cookies or the cakes. We were at loss of proper adjectives and were totally delighted. The brownie was perfectly baked with taste of butter and the other ingredients adding to the flavor. This was one of the best brownies I have had in a long time. We also bought the cup cakes and they were yummilicious as well. Want to try everything in the menu in future. Keep up the great work!! Will definitely recommend.",5,"74 Reviews , 169 Followers"
Labonel,Anusha R,"Labonel has been an old favourite for many years. Their cookies and brownies are always in high demand from anyone visiting from out of town to take away, however, would highly recommend trying some of their made to order menu items such as the fudge cake, chocolate pie and chocolate roulade.",5,"32 Reviews , 13 Followers"
Labonel,Sonali Hazra,One day my husband got this yummy brownies in a exotic looking packet and I really had to google to know details about this store.Thats what Labonel is.Must say they make awesome pastries,5,"152 Reviews , 1178 Followers"
Labonel,Nishant Tiwari,Average cakes at a very high price. Banana bread was very greasy and too sweet. Staff also not courteous. Will stick with Concú from now on.,1,"1 Review , 3 Followers"
Labonel,Harish Donkena,Splendid hospitality and arrangement...Nicest delicacies.Pleased to enjoy them at evening with delightful treatment offered.One of the best tasting cakes around the area. Their fruit cake is simply amazing. Also like the chocolate cakes. Quality is good and cakes are fresh. 😍😋😋 my day ends with sweets #labonel,5,"40 Reviews , 165 Followers"
Labonel,Tumpa Roy,"Customer service is Zero..
They don’t know how to behave and dude they don’t even have an extra box.
The entire store is under renovation, how do we know the cookies and cookies are freshly baked..
It’s expensive too. The least you can do is speak properly with the customers, well these people they definitely CAN’T.
This place only has the hype!!!",1,"72 Reviews , 367 Followers"
10 Downing Street,Joyofcalcutta,"Definitely one of the worst places to go for food.....If you order pasta oligo e olio, you get veggie noodles (yes, not even spaghetti) and the server tries to convince you that's it's what the dish is meant to be.....And you order chicken steak...You get a stale lump of so something covered in a sauce that's possibly cooked and stored for days...... Dangerous to go there.",1,"2 Reviews , 1 Follower"
10 Downing Street,Ishpreet Kaur,"I had gone for lunch a few days back and no doubt the place and food is amazing but I was not given the dessert which was included in the platter and the staff is always looking at you while you're eating, until you finish.
2 stars for food and ambience respectively but for the service they provide, I'm not at all happy with the place.",2,"4 Reviews , 4 Followers"
10 Downing Street,Kalyan Madduru,"This outlet located on 10th floor of SLN terminus, is our team dinner venue.rlRestaurant had a decent ambience, but open top can have some more mild lighting. Brewery is available. But as we booked a buffet in bulk , we got limited options for food and alcohol

Food has got 2 veg plus 4 non veg appetisers.
Main course was very limited. Biryani's and gravy each one for veg and non veg. Tandoori rotis and nans. Desserts were very limited. Vanilla ice cream and gulab jamun.

Alcohol has 4 options. Bacardi white rum, antiquity whisky, Smirnoff vodka and kf beer.
Mocktails, cool drinks,soda and fruit juice available for Mixing. Loud music with Divine drinks on breezy Roof top is definitely worth a try.",3,"46 Reviews , 23 Followers"
10 Downing Street,Deep,"Good place to hang out with family and friends. I tried couple of Cocktails and Shots. Cocktails were not strong at all. So it was more of plain juice. I would recommend that in the Cocktails menu the should also mention in details what's the base and also the content of alcohol.

Starters were great.. I ordered Chinese platter and I was really nice.
Music was loud and lively.",4,"6 Reviews , 6 Followers"
10 Downing Street,Eben Paul,"10D is my second home. This places ozzes warmth and affection by the management and the staff. A well kept place with great ambience catering to different age groups. They have some gigs organized periodically. The Brew beer here is awesome - Best in town. Kudos to Sanjeev & Palavi.
I would like to highlight some of the friendly and helpful staff in-house. Johnnie Blessie... We all call him John/Johnny he is your go to man for any thing and every thing here at 10D.
Pradeep Pappu- The most generous and helpful guy on the list of staff.
Keep up the good work.",5,"3 Reviews , 2 Followers"
10 Downing Street,Bhargavi Vasudha Anantatmula,It was great experience . You will find crowd mostly on Friday and Saturday dance floor is not that great. Pricing was normal. You can enjoy with family too.,4,"10 Reviews , 6 Followers"
10 Downing Street,Aanchal Khemka,"We went here for lunch on a girls day out and were amazed with the classy ambiance and decor.

First thing that made us happy was the interiors and the way the place was done.

We tried veg platter for starters which was delicious. The quantities was just right for two people.

We enjoyed some mocktails alongside and a bowl of corns.

The place is a bit expensive but I think it's worth it as we loved the food and the ambiance.

We certainly would love to revisit it on a date night and enjoy the rooftop experience. At the time we went the rooftop was closed as some renovations were going on.

Highly recommended!",4,"189 Reviews , 2321 Followers"
10 Downing Street,Lexu,"This is my go to place for comfort lunches within a budget. You’ll simply have to love their cracking rice and chicken lasagne cause they are to die for.
I love how they always give a drink with this set menu.
The red shredded chicken and crackling rice along with their lasagne were a perfect match for each other.
I’ve also had the chicken nachos which were alright but their lunch menu is a must try.",4,"41 Reviews , 256 Followers"
10 Downing Street,Debabrati Sonia,"One place i can visit over and over, just for ambiance.
Lasagne is a must try here..
One thing to keep in mind, they will take the last order 5 mins before it closes, and wont give time to eat will just close the lights and ask u to leave.",3,"15 Reviews , 13 Followers"
10 Downing Street,Navdeep Kohli,"Located on the 10th floor of SNL mall , this place is one of the most Hip party places in Gachibowli.
The ambience is good and the place is huge as well..
Food is also good and service is again awesome.
Good place to have a group events .",4,"92 Reviews , 493 Followers"
Club Rogue,HarshaJ Harry,Went to this place to watch ipl match which was at 4pm and once happy hours ended they told us to leave.There were more 10 overs left and they told us to leave.Then manager came and he shouted at us and he din tell his name also.We told we will leave after match he called 6 bouncers to send us out.He was shouting as hell and abused us.I have been to many clubs but this kind of attitude that too in a cheap place like club rougue is lame af.Please ignore this club if u wanna have a good time,1,"1 Review , 1 Follower"
Club Rogue,Sharleen Phlpz,"The staff is not at all friendly As we entered we asked for place and no one even responded to us order was taken after almost an hour and the straight no answer it’s very rude added they don’t have half of the things in menu available. Place being popular amongst the crowd even on weekdays must ensure to meet the menu mentioned food items and sometimes we specially come to try those food items and also serving cold food is a big disappointment
So I think if the place gets the humbleness and little more friendly it would add on.",2,"29 Reviews , 169 Followers"
Club Rogue,Sudhakar,"Rocking club....
But where is my Bro....DJ ASIF IQBAL
WE WANT ASIF
WE WANT ASIF
WE WANT ASIF
WE WANT ASIF
WE WANT ASIF
What a music
What a class Man...",3,"2 Reviews , 1 Follower"
Club Rogue,Subhajeet Rout,This place is usual hangout place for guys as it allows to enter if you have a corporate ID.Also this place is packed almost everyday.You get to hear all types of music in one night so yeah it is worth going here to dance and habe fun.Getting a table here is bit difficult due to the crowd.Food and Drinks are cheap here.One thing I dont like here is people who dont know how to behave on dance floor with girls.That annoys me a lot.But that is not a frequent thing and can be fixed by bouncers being more proactive.Thanks,4,"122 Reviews , 1643 Followers"
Club Rogue,Srinivas Reddy Pidaparti,Good place to enjoy the music with food and decent drinks.It's a bit crowded but what's fun without the crowd :D Been here many times never disappoints me except for the fact that they keep asking for my ID .Place where you don't need a plus one in Hyderabad especially.,5,"5 Reviews , 2 Followers"
Club Rogue,Ka Divya,"The ambience was decent, but we went for a ladies night and it was a tad bit crowded (understandable!). The music was good, the only downside to the whole thing was that the person giving out drinks at the counter was downright ignoring us. We actually became a little uncomfortable after that, because we were right in front of him, waving hands (not drunk at all, because we were asking for out first drink of the night), and he was handing out drinks to everyone else except us. Looks like he had something againts us! ;)",3,"3 Reviews , 8 Followers"
Club Rogue,Sai Sree,"visited this place recently... its a good place.. the food tastes good and service is good, friendly staff.. mocktails didnt taste good but over all the place can be visited again 😅",4,"2 Reviews , 10 Followers"
Club Rogue,Amlan Dutta,"Ambiance is good. There is a dance floor with a good DJ. Food and drinks quality is good and price is ok! But service is very bad, stuffs are not at all polite and not cooperative. Even they force to pay tips and use to bargain for the tips which is very unprofessional. We did not find any manager as well..",2,"17 Reviews , 68 Followers"
Club Rogue,SM,"We were there in a group of 9, for drinks last weekend. And we had the most horrible experience ever. Happy hours were till 7, but they were very reluctant to take any orders in the last 30min.We had to call them repeatedly, and then they came dragging their feet. When we were placing orders at 6:50pm, they said, it wasn't counted under happy hours. No explanation given. Shady ambience and very diluted drinks Food was OK. The worst part is that they were serving the drinks in plastic glasses, real shabby ones. We asked for proper glasses and they told us to go to 10D.. I mean.. Really?? Asking 9 customers to get lost?? We were unhappy with the server's response, and wanted to talk to the manager, who was even worse. He outrightly threatened us saying they were dangerous people and it would not be safe for us.. Really!?! LIKE REALLY???
Anyways we got the hell out of there and went somewhere else.. But it was a very unpleasant experience. Club rogue indeed has rogues running it. Would advise everyone to stay away.",1,"66 Reviews , 192 Followers"
Club Rogue,Prashanth Ch,"Awesome place with excellent ambience and pocket friendly prices , entry is restricted to couples and corporates on Saturday and Sunday during night.",4,"6 Reviews , 25 Followers"
Marsala Food Company,Gautam Narang,"We went for a lunch outing here. It’s located at DLF. The ambience is good and we expected a good meal. We ordered Chicken Tangdi, Mutton Biryani and Coke. First thing we got was Chicken Tangdi and what I instantly noticed was that it was deep fried, which is not a norm and wasn’t juicy; all we could taste was charcoal. This made our expectations very low.

In the mean time, I asked them to get the Coke I ordered; it wasn’t chilled. Hence, I requested them to get Ice. To my surprise, they had no ice.

And finally, we got our biryani. It was not bad; but, there were no Meaty pieces of Mutton; Only bones.

My advice to you all would be that the food is edible but don’t keep your expectations too high.",1,"7 Reviews , 5 Followers"
Marsala Food Company,Tummy Monster,They're just degrading the quality of mandi day by day.. really need to take a look into this and improve on both quality and quantity of pieces instead of just increasing prices in the menu,2,"22 Reviews , 89 Followers"
Marsala Food Company,Manojkumar D Nambisan,"Average food and ambience. Though food range is good and has a good pick of Arabic, Indian and Chinese. Not enough parking. Service is OK. Not much crowded on weekend when we went.",3,"29 Reviews , 11 Followers"
Marsala Food Company,Deepak Arora,I ordered paneer butter masala and paneer lababdar. Both of them were decent but one thing which shocked me was there was no kadhai paneer in the menu. Otherwise all the things were nice including ambiance and the serving and the taste of the food was good. I'll prefer to go once more and taste other things too.,4,"24 Reviews , 8 Followers"
Marsala Food Company,NeHa NeHz,Great ambience. Food was tasty. Ordered golden corn. Cookedd very well with spciy taste. The staff was welcoming. .the seating arrangement was good ..they took review after in sticky notes and pasted it in the wall.,5,"2 Reviews , 5 Followers"
Marsala Food Company,Sudipta Routray,I visited the resturant last week with my team mates for team lunch for buffet.. Food was really good for both veg/non veg items.. Straters were extremely delicious.. Buffet menu was simple and really tasty.. Worth visiting the resturant for multiple times.,5,"14 Reviews , 12 Followers"
Marsala Food Company,Nikita Kumari,Ordered chicken biryani from here. I was totally disappointed with the food. The biryani was stale and the chicken pieces tasted really bad. Never ordering again.,1,"140 Reviews , 363 Followers"
Marsala Food Company,Avinash,"Being an eggetarian, had ordered an egg biryani....I can say this is one of the best egg biryani’s you get near hitech city cluster. My friend had prawn biryani....and had heard very positive feedback from him.
Finally, had a pleasing lunch( I can say gastronomical pleasure).
Food - 5 ⭐️ (no second thought)
Ambience - 4 ⭐️
Service - 4⭐️",5,"30 Reviews , 2177 Followers"
Marsala Food Company,Abhinav Verma,"Chilly corn in veg starters were very good, tandoori paneer veg starter was not up to mark,lot of oil ,even bread crumbs in tomato soup were too oily. Rest ambience and service are good here.",3,"1 Review , 6 Followers"
Marsala Food Company,Raju Singavarapu,food is not good. we ordered mandi it is worst and mutton is not cooked well. we left the food. and ordered basil chicken it is also cold and not good.. overall a horrible experience going there.,1,"1 Review , 1 Follower"
Dine O China,Himalini Singh,Today 19th dec 2018 I ordered assorted veggies with soft noodles unfortunately food quality wasn't good at all..Really disappointed as its 3rd or 4 th time I ordered same items..Last orders looked fresh and taste was awesome but this time not happy ..Hope quality of food is maintained..,1,"1 Review , 1 Follower"
Dine O China,Gopalan Ganesh,The momos was very bad and even the delivery was very late. Not satisified with this order,2,"2 Reviews , 1 Follower"
Dine O China,Ch Srinivas Rao,American choupsey gravy was a bit sweet then it has to be,3,"4 Reviews , 1 Follower"
Dine O China,Ankita Shilpa,"I went to this place for lunch with my mom and dad. The ambience is quite decent, with a lot of seating places. We ordered chicken coriander soup, golden fried prawns, a mixed fried rice and a plate of dry chilly chicken. Golden fried prawns were a bit plain, it could have been more flavourful. The soup was good. Fried rice and chily chicken were good in taste. All costed us around Rs. 1400. It was a light and good meal. I'd like to revisit this place again.",4,"22 Reviews , 163 Followers"
Dine O China,Saif,Dinning also very nice staff also good food also good every thing is good inshallah i will vist again i order lobster and seabass in oyster sauce chef is making very nice .....,5,"1 Review , 1 Follower"
Dine O China,Vivek Gudena,"I was there today with three colleagues for lunch. The ambience was okay and there were probably more waiters than customers. We ordered the business lunch for two, one chicken option and another sea food option.

Of the four appetizers we shared, I loved the shrimp. Fish was good. I thought chicken was over cooked. We shared two sea food dishes, fried rice and noodles for main course. They were all okay. I asked if I could talk to the chef but was told he is too busy. That was a first.

The waiters seemed friendly and were smiling with the women wearing a bright pink lipstick that matched well with their outfits. Overall, nothing special and keep your expectations right.",3,"41 Reviews , 97 Followers"
Dine O China,Arun Balraj,I DID NOT GET MY FOOD!!,1,"4 Reviews , 2 Followers"
Dine O China,Neha Dhawan,very spicy,3,"1 Review , 14 Followers"
Dine O China,ABHINAV,I ordered Thai green curry and this is what I received for 600 rupees. It's some aaloo curry with visible red chillies on it. Rice is the worst I have seen in my life. Worst experience ever.,1,"8 Reviews , 80 Followers"
Dine O China,Malvika Pradhan,Excellent food but why am I always given plastic cutlery even though I specifically request it NOT be provided?,1,"3 Reviews , 11 Followers"
Cream Stone,Ruby Solanki,quantity was less,1,"15 Reviews , 4 Followers"
Cream Stone,Shivali Kamath,"I did not have a good experience here. The service wasn't good. The ice cream looked good, but I didn't like the taste. Too many nuts. The listing in the menu was a bit misleading, and didn't have anything mentioned about nuts.",2,"7 Reviews , 65 Followers"
Cream Stone,Uday Manem,Cool place which will be available till 1pm in HYD beat icreams and very unique especially they have wide range of varieties in chocolate types and service is also quite good except their GM singing in the outlet :p,3,"45 Reviews , 858 Followers"
Cream Stone,Sheshank Kumar,Always love to swiggy this food. Nutella brownie and ferrero rocher is amazing. Well packaged and well sent. No issues till date except i gain weight. A bit fan.,4,"4 Reviews , 7 Followers"
Cream Stone,Phani Varma,"Cream Stone is always a best place if you are found of variety of ice-creams . Been here for many occasions and when we thought of visiting a place in the late night. 

Taste is very good and prices are moderate and variety of the items are so good .

I would definatly recommend all to visit here.",5,"41 Reviews , 95 Followers"
Cream Stone,Anil Kumar,Taste was pathetic....I didn't like it.... Roadside ice cream would be better than this.,1,"1 Review , 1 Follower"
Cream Stone,Sourabh Grover,Delivery was before time. 5 star for delivery person,5,"5 Reviews , 2 Followers"
Cream Stone,Saicharan Chowdary Tulluri,Please look at the below image. This is how I got my order when I order from zomato. I had a confusion to eat it or gulp it. However I gave 2 * for the browny,2,"9 Reviews , 11 Followers"
Cream Stone,KRISHNA CHAITANYA,"1.Half of ice cream spilled inside the package only..
2.I ordered Caremel sutra...But I got Brownie Ice cream
3.and I cream is in liquid. state like a milkshake....I did not expect this from cream stone at all...I have pic of them with me.",1,"12 Reviews , 1 Follower"
Cream Stone,Natraj Katakam,delivery behaviour good,5,"1 Review , 1 Follower"
Owm Nom Nom,Nagendra Reddy Nallamilli,"Very bad biryani. Ordered fry Biryani but they brought Dum Biryani. Instead of changing they mixed and made food so much worse.

Don't encourage such restaurants where customers are not treated well and food is as bad as it gets",1,"2 Reviews , 13 Followers"
Owm Nom Nom,ᴀɴ.ᴏᴛʜᴇʀ.sᴇɴ,"The waiters are super slow, the cutlery used in the restaurant are not even clean. Hygiene is a big issue here. Coming to the food, it's nothing extraordinary except the fact that the taste is close to home made food. But again, the usage of oil is much more. Biryani and tandoori are the safest options here. Keep a track of what you are ordering because the bill might not come right. Check it before paying. I found a dish added in the bill which I did not order. When pointed out, the waiter seemed to be confused.

This place, if it has a target of surviving,needs to improve a lot in terms of food taste, consistency, service and most importantly, hygiene.",2,"685 Reviews , 794 Followers"
Owm Nom Nom,Saikrishna,it should be coocked well,3,"4 Reviews , 1 Follower"
Owm Nom Nom,@Vignesh #FoodMad,"I Have Tasted
Both

#MuttonBiryani

&

#ChickenFryBiryani

Mutton Biryani was Tasty

But

Chicken Fry Biryani was Just Decent Biryani
the fried chicken
Peices were as Similar to #chicken 65

#ScoreBoard

#Taste

#MuttonBiryani - 3.5/5

#ChickenFryBiryani - 3/5

#ValueForMoney

#MuttonBiryani - 3/5

#ChickenFryBiryani - 3/5",4,"20 Reviews , 509 Followers"
Owm Nom Nom,Sourav Mishra,"Best quality food with rich spicy taste in reasonable price, biryani lovers you can try for special chicken price , the staffs and manager is very coperative.",5,"1 Review , 1 Follower"
Owm Nom Nom,Venkata Sai,The service is not good. The plates are not cleanly washed. They are not serving properly. Look at the picture how worst the spoon and bowl.,1,"2 Reviews , 2 Followers"
Owm Nom Nom,Susanta Pati,"Food was not good.Its from yesterday's food with less quanity.I asked to customer care some one told they will refund and after 10 mins some one told not possible.Without giving proper food you people are charging and telling we are sorry.If you will go for Old chat also,same issue i am facing maximum times.This service is very bad services provding Zomato.I will put a complain to Food inspection team,they will definitly take a action.Zomato is full of fraud service.It shuold stop.Some times delivery guys are eating customers food ,sometimes providing 2 days back food to customers.",1,"2 Reviews , 1 Follower"
Owm Nom Nom,Mahaboob Basha,nice conversation vth delivery person,5,"1 Review , 9 Followers"
Owm Nom Nom,Satish Ch,Ordered egg biryani for delivery...packing is good...taste is good...biryani quantity is sufficient for one person...but given only one egg...would have been better if given one more...,3,"9 Reviews , 7 Followers"
Owm Nom Nom,SEEMA MEHTA,"I have been there 2to 3 times but this time i had the worst experience. Waiter was in some othe worls we asked him to bring something and he ordered something..
At the time of serving food the waiter told us paneer is there but paneer tikka is not available and the hilarious part was we did not order paneer tikka, so what we ordered in veg in that also it did not had paneer. At the time of billing they create a lot of chaos...
So I had the worst experience.",1,"2 Reviews , 1 Follower"
"3B's - Buddies, Bar & Barbecue",Akshay Jaladi,Worst maintenance(PFA) and pathetic service. They literally throw food in your plate. Everyone was so busy. They took 15min to print a bill 😂😂.,1,"1 Review , 6 Followers"
"3B's - Buddies, Bar & Barbecue",Bala Krishna,"Not worth it at all. Paid 500₹ just to end up eating curd rice for the night .

Went here last night, got a table for 3.
The service was extremely poor and slow .
The waiter.. brought ""warm"" water bottle on a summer day .. first dropped water on us while pouring water into glass .. asked for cold water .. he came back only after 3 reminders.
He was the only one around .. wearing a CSK T shirt.

When the starters started arriving I was shocked
The starters were extremely spicy and contained extreme amounts of garlic. Un bearable.
For a person who has stayed in Hyderabad all my life .. the waiter gives an explanation that this is how Hyderabadi food tastes.

Mushroom wasn't good ..spicy and nothing less.
Fish wasn't cooked
Chicken was toooo spicy
Crispy corn .. basic item.. was oily and under cooked.
Potato Cooked with its skin was again oily and totally bad

Panner didn't arrive at all

Water arrived

Left all food as it is on the plate and went got main course...
Biryani tasted like a spicy pulihora

Settled for curd rice

Icecream- asked for a butterscotch icecream with some ""gems""
Icecream was good but The gems were tasting like synthetic chocolate.. horrible .. had to spit in the plate and leave in a hurry

When I was about to leave the panner starter arrived .. I had a bite .. it was ok

But I had enough already

Everyone around my table were complaining too..
But no use ..
Useless place
Never again",2,"7 Reviews , 110 Followers"
"3B's - Buddies, Bar & Barbecue",SONIYA SINHA,"Visited with family for dinner on a weekday. Decent place, may be a little more lighting will add to the decor; pretty cozy though. The staff specially Akash needs to be applauded, very enthusiastic and customer focused. The starters were good, very spicy but he got us a fresh set mildly spiced even without we making a request. We were not happy with the main course spread, only 1 curry (chicken n paneer). Good place to hang out with friends for a cocktail and some delicious starters.",3,"90 Reviews , 118 Followers"
"3B's - Buddies, Bar & Barbecue",Tarakitchand,"Recently visited this place. In one word Awesome!!
Thanks Govind for taking special care and showing a real buddy's place.
Will visit again,
Tarak.",4,"1 Review , 6 Followers"
"3B's - Buddies, Bar & Barbecue",Hari Praveena,Overall experience was very goood. Services offered by Shivam is excellent.worth for the money and best place to spend time with buddies.great food and great time ..,5,"2 Reviews , 33 Followers"
"3B's - Buddies, Bar & Barbecue",Subhajit,Hello Govind. Your way of treating us is really good. You take care of us very well and I am really pleased with your hospitality. We will surely visit again,5,"1 Review , 3 Followers"
"3B's - Buddies, Bar & Barbecue",Kpvs Nikhil,"Very enjoyable moment at 3bs gochibowli. I went for a team lunch with my friends and had a very nice experience,especially service by gobind and shivam.",5,"1 Review , 4 Followers"
"3B's - Buddies, Bar & Barbecue",Tony,"Service was wonderful
Good choice for biddies
Govind is the wonderful guy around here. We enjoyed a lot. Really very nice pla e for spend time.",5,"8 Reviews , 25 Followers"
"3B's - Buddies, Bar & Barbecue",Sadgun Kumar,Very good food excellent ambiance with very good service - Govind .had a very very nice experience with my friends.we really enjoyed.thanks 3bs,5,"1 Review , 15 Followers"
"3B's - Buddies, Bar & Barbecue",Ajit Kumar,"Food is not that much tasty and moreover limited items,limited deserts ,its ok for one time lunch/dinner enjoyed in playing hand football...",2,"1 Review , 1 Follower"
The Lal Street - Bar Exchange,Bhuban Sa,"Went to this place it is a nice place but customer service is not good, they accepted my table booking but later when I visit the place they did not allot me table u just have to hit the bar counter.

Note to manager- if u can't provide table just don't accept it.",1,"3 Reviews , 7 Followers"
The Lal Street - Bar Exchange,Sukumar Kondaparthy,"Went here on a Thursday, the staff were really pathetic in service and no Zomato Gold etc were eligible. They could have responded in a proper way when asked why it's not valid. (since it's ladies night)",2,"11 Reviews , 49 Followers"
The Lal Street - Bar Exchange,King Khan,"Been to this place along with friends for a small party,We loved the place & but only concern was service associates were rude &Helpless..When we complained for burned naan was served then the server stated that we serve Naan likes this only,He didnot even apologised...very pathetic experience we had...",3,"2 Reviews , 12 Followers"
The Lal Street - Bar Exchange,Gopinath Mamidi,"Got a chance to visit this place with team. Such a superb place to Hangout. I recommend this place for parties,to watch cricket on big screen & have fun and best place to spend time with friends. The starters were too good, drinks are okay and biryani can be better...I know many people don't visit this place for biryani 😅

Ambiance:5/5
Quality:5/5
Quantity:3.5/5
Price:3/5 (not pocket friendly)
Service:3.5/5
Taste: 4.5/5",4,"93 Reviews , 198 Followers"
The Lal Street - Bar Exchange,Pritha Majumder,"I am absolutely in love with this place, not much hyped but still crowded. I recommend to visit on weekdays and weekends can get overcrowded. Pizza was good, so were the other titbits but what I liked most was there service, took time to place the order at the POS but the bartender whipped up my drink in no second bad I never had to call out for a repeat, it was ready each time. Overall I go to this place every other week one of the best party place around.",5,"59 Reviews , 241 Followers"
The Lal Street - Bar Exchange,Charu Gupta,"This is one good pub that can make your evening.
Went for my birthday, the food is good and so are the drinks, made better by zomato 2+2.

The music was good and had a great time dancing to the numbers DJ was playing.

Overall you will be satisfied and would want to stay longer.",4,"7 Reviews , 3 Followers"
The Lal Street - Bar Exchange,Ria Thakur,"The ambience is very nice, the place has both indoor and outdoor setting. The staff is polite.
The food however didn't excite me much, the music was average and the rate fluctuations for drinks (the main concept of the place) seemed more static and less interesting.
The cocktails didn't taste that well either. We ordered a Chicken Noodles didn't taste as per the grandeur of the place. The biryani was good. We also ordered LITs which were not up to the mark at all.",3,"39 Reviews , 44 Followers"
The Lal Street - Bar Exchange,Vaishnavi Gayatri,"Went for lunch with friends.
Service and ambiance are good. I personally liked mocktail while food can be better.
The taste was not great while quantity is okay.",4,"2 Reviews , 21 Followers"
